team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,month,quarter_Quarter1,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,department_finishing,department_finishing ,department_sweing,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,actual_productivity
8,0.65,30.48,953,6720,26,0,0,1,56,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.650421429
8,0.65,30.1,1193,7080,0,0,0,1,59,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.463403955
4,0.75,5.13,,1920,0,0,0,0,8,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.6840277779999999
7,0.75,30.1,553,2280,45,0,0,1,59,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.75053268
4,0.6,22.4,816,5100,23,0,0,0,57,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.6003696860000001
9,0.8,29.12,1263,2160,38,0,0,0,58,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.8008
2,0.7,30.33,577,2160,30,0,0,1,58,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.700623
7,0.5,30.48,1161,6600,0,0,0,1,55,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.5006109089999999
9,0.8,3.94,,960,0,0,0,0,8,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.586041667
12,0.8,15.26,1120,1440,50,0,0,0,34,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.8008063059999999
3,0.7,22.52,1134,8460,50,0,0,0,57,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.750037968
8,0.8,2.9,,1440,0,0,0,0,8,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.683806818
5,0.7,27.48,586,6960,40,0,0,0,58,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.7004241379999999
1,0.8,3.94,,1440,0,0,0,0,8,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.8842613640000001
6,0.75,18.79,1193,3960,45,0,0,0,33,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.75065101
9,0.8,3.94,,960,0,0,0,0,8,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.23804166699999998
11,0.8,11.41,455,3420,50,0,0,0,56,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8007017540000001
10,0.75,2.9,,960,0,0,0,0,8,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.763375
5,0.75,30.1,664,7140,56,0,0,0,59,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.7503921570000001
2,0.8,3.94,,960,0,0,0,0,8,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.804416667
11,0.7,4.15,,1440,0,0,0,0,8,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.409545455
12,0.8,11.61,1037,7200,50,0,0,0,32,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.8002460109999999
2,0.7,22.94,1006,10170,38,0,0,0,56.5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.750517565
4,0.7,3.94,,960,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.812625
7,0.8,25.9,1035,10170,38,0,0,0,56.5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.800128721
8,0.6,29.4,179,0,23,5,30,2,58,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.600982906
7,0.7,24.26,1400,6720,0,0,0,0,56,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.411553571
1,0.8,22.52,1445,6840,113,0,0,0,57,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.000230409
11,0.8,11.41,471,3420,50,0,0,0,58,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.800034503
8,0.8,2.9,,1440,0,0,0,0,8,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.675568182
3,0.8,30.1,735,6960,63,0,0,1,58,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.800071839
1,0.8,26.16,1160,10620,75,0,0,0,59,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.850502311
7,0.7,3.94,,1200,0,0,0,0,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.971866667
10,0.8,3.94,,1200,0,0,0,0,10,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.85695
7,0.6,30.1,829,3360,23,0,0,1,58,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.6000705129999999
6,0.7,23.41,1128,4560,40,0,0,1,38,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.7002464909999999
2,0.8,28.08,716,10350,50,0,0,0,57.5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.800594466
9,0.8,3.94,,960,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9316458329999999
3,0.75,29.4,1244,6840,45,0,0,2,57,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.750473684
11,0.65,11.41,700,2640,23,0,0,2,53,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.650223718
1,0.8,22.52,265,3840,63,0,0,0,57,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.8004705129999999
6,0.8,2.9,,960,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.8319375
2,0.8,22.52,1512,0,88,0,0,0,57,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.8999840579999999
10,0.7,21.82,1313,5040,30,0,0,0,51,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.699984417
11,0.8,4.15,,2700,0,0,0,0,15,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.888686869
7,0.8,30.1,786,7080,50,0,0,2,59,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.8001158190000001
2,0.8,3.94,,3000,0,0,0,0,25,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1.050666667
8,0.7,4.6,,960,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.791458333
6,0.75,18.79,895,3960,0,0,0,0,33,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.75065101
9,0.6,18.79,2103,5400,0,0,0,1,54,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.329964879
2,0.8,28.08,757,6900,50,0,0,0,57.5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.800076522
2,0.7,3.94,,5100,0,0,0,0,17,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.912202112
7,0.8,30.1,29,7080,50,0,0,0,59,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8001158190000001
10,0.7,21.82,1591,3240,0,0,0,1,52,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.700251773
8,0.8,25.9,1434,10170,50,0,0,0,56.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.800128721
7,0.8,2.9,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.681060606
5,0.7,3.94,,240,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.971866667
4,0.8,28.08,878,4260,50,0,0,0,55.5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.800598058
7,0.7,30.1,881,7080,0,0,0,1,59,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.700632768
1,0.7,3.94,,1800,0,0,0,0,10,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.9103787879999999
7,0.7,24.26,2698,6720,0,0,0,0,56,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.295307738
1,0.8,3.94,,1440,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.951420455
11,0.8,11.61,347,0,50,4,20,0,57,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6824330359999999
6,0.8,18.79,822,4080,0,0,0,0,34,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.557252451
9,0.8,3.94,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.8581439390000001
2,0.8,22.52,1186,6900,113,0,0,0,58,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.000018551
6,0.5,18.79,717,3960,23,0,0,0,33,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.500117677
2,0.8,3.94,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.8208333329999999
9,0.8,26.16,1196,10620,63,0,0,0,59,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.8001171029999999
10,0.7,21.82,1393,5640,30,0,0,0,52,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.700236601
12,0.8,5.13,,1080,0,0,0,0,9,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.9025
5,0.5,20.79,1455,6960,30,0,0,0,58,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.500035345
3,0.75,4.15,,1800,0,0,0,0,10,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.899166667
2,0.5,3.9,,960,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5403125
3,0.8,4.15,,1800,0,0,0,0,10,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.905454545
5,0.7,4.15,,3840,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.8213541670000001
12,0.8,4.6,,3780,0,0,0,0,9,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.590617284
11,0.75,42.97,532,10260,40,0,0,0,57,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.59114168
6,0.6,2.9,,960,0,0,0,0,8,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.271875
3,0.8,30.1,964,5160,50,0,0,1,58,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.800842424
3,0.5,5.13,,2880,0,0,0,0,12,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.81640625
4,0.7,4.3,,5040,0,0,0,0,28,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.977272727
12,0.8,15.26,1194,1700,62,0,0,0,34,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.800260821
1,0.8,22.52,1374,3960,63,0,0,0,57,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.800279693
7,0.8,25.9,1138,6720,38,0,0,0,56,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.800125
12,0.8,15.26,12261,3600,63,0,0,0,35,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.8004019609999999
1,0.8,28.08,772,6300,50,0,0,0,56.5,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.800725314
8,0.7,24.26,1363,6660,0,0,0,0,55.5,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.586465465
3,0.75,29.4,1144,4440,45,0,0,2,57,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.750716981
4,0.6,26.66,692,6840,23,0,0,0,57,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6002397660000001
5,0.8,30.1,541,7140,38,0,0,0,59,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.800137255
9,0.75,3.94,,1320,0,0,0,0,11,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.919954545
5,0.5,27.48,609,6840,30,0,0,1,57,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.550403509
4,0.75,3.94,,0,960,0,0,0,8,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.7953875
2,0.75,19.87,944,6600,45,0,0,0,55,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.75024303
12,0.8,15.26,1094,4080,38,0,0,0,34,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8004019609999999
3,0.7,30.1,1422,6960,50,0,0,1,58,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.700603448
12,0.8,11.61,1063,5670,50,0,0,0,31.5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.8002467529999999
1,0.8,3.94,,1920,0,0,0,0,8,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.961059028
1,0.8,22.94,1582,3060,113,0,0,0,58.5,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1.000402055
1,0.75,3.94,,1200,0,0,0,0,10,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.853666667
2,0.8,22.52,1416,6840,113,0,0,0,57,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.000230409
2,0.8,22.52,12,6900,0,0,0,0,57.5,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.432122899
3,0.8,28.08,913,6540,50,0,0,0,54.5,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.8003229359999999
7,0.8,2.9,,1440,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.804640152
2,0.6,3.9,,960,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.950625
4,0.8,50.48,562,10440,0,0,0,0,58,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.473134796
10,0.75,22.52,1250,10080,55,0,0,0,56,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.800020563
7,0.7,4.15,,1440,0,0,0,0,12,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.928680556
5,0.65,4.15,,1440,0,0,0,0,8,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.8606534090000001
10,0.75,19.31,578,6480,45,0,0,0,54,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.712205247
6,0.75,18.79,947,2880,34,0,0,0,33,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.750797009
3,0.8,3.94,,960,0,0,0,0,8,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.971866667
4,0.75,26.82,1104,5880,65,0,0,0,59,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.850084211
8,0.7,29.4,1116,6240,0,0,0,2,57,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.7
8,0.8,2.9,,960,0,0,0,0,8,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.6645833329999999
10,0.7,21.25,1583,6000,0,0,0,1,50,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.417916667
7,0.8,30.1,834,1200,0,4,40,0,59,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.366053523
10,0.8,22.52,1116,6720,93,0,0,0,56,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.920236905
5,0.35,27.48,413,6840,38,0,0,1,57,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.44996491200000005
8,0.65,15.09,976,240,23,0,0,0,52,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.6503071429999999
2,0.75,3.9,,1920,0,0,0,0,8,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.8192708329999999
7,0.7,30.1,957,7200,0,0,0,1,60,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.602
12,0.75,15.26,1429,3600,45,0,0,0,35,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.7502833329999999
3,0.8,4.6,,0,1440,0,0,0,12,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.795416667
12,0.7,4.15,,1080,0,0,0,0,9,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.823555556
2,0.7,30.33,746,6840,0,0,0,1,57,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.7006052629999999
5,0.8,30.1,450,7140,50,0,0,0,60,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.800137255
10,0.8,3.94,,960,0,0,0,0,8,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.64025
1,0.8,26.16,1138,7080,63,0,0,0,59,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.8003186440000001
11,0.35,28.08,749,10260,23,0,0,0,57,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.350066986
11,0.8,31.83,568,9900,40,0,0,0,55,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.412119835
2,0.7,3.9,,960,0,0,0,0,8,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.741
10,0.8,3.94,,2400,0,0,0,0,10,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.7332777779999999
12,0.8,15.26,1103,4080,63,0,0,0,34,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.8004019609999999
6,0.8,11.41,887,5490,50,0,0,0,30.5,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.8003437659999999
6,0.75,2.9,,960,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.41083333299999997
5,0.8,30.1,450,5700,0,4.5,25,0,60,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.307501459
10,0.7,22.52,1002,10080,40,0,0,0,56,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.7000941559999999
5,0.7,4.15,,2400,0,0,0,0,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.758173077
10,0.7,21.82,1251,6000,30,0,0,0,50,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.700422
9,0.75,2.9,,960,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.453125
5,0.7,42.41,724,10260,0,0,0,0,57,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.23370547600000002
11,0.8,11.41,313,3420,50,0,0,0,58,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.800034503
12,0.8,15.26,959,4080,50,0,0,0,34,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8004019609999999
5,0.8,30.1,461,0,0,0,0,0,59,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.800980392
2,0.8,22.52,1557,0,90,0,0,0,57.5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.000344928
11,0.8,4.15,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.601278409
11,0.75,2.9,,5640,0,0,0,0,17,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.987880435
8,0.65,4.15,,960,0,0,0,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.553333333
7,0.7,3.94,,1200,0,0,0,0,10,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.715766667
12,0.8,4.6,,1080,0,0,0,0,9,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.92
11,0.8,11.41,338,3420,50,0,0,0,58,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.800034503
2,0.65,3.9,,1920,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.528125
1,0.35,26.66,1164,6600,23,0,0,2,55,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.378895152
9,0.8,26.16,1093,10620,75,0,0,0,59,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.850502311
12,0.8,15.26,1132,4080,63,0,0,0,34,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.8004019609999999
4,0.8,3.94,,12600,0,0,0,0,20,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.919905405
5,0.7,20.79,1297,10440,0,0,0,0,58,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.526810345
2,0.8,3.94,,2160,0,0,0,0,18,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.057962963
9,0.8,3.94,,960,0,0,0,0,8,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.656666667
5,0.7,30.1,687,7500,0,0,0,0,59,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.545657673
7,0.8,25.9,1150,10170,70,0,0,0,56.5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.900144811
5,0.75,4.15,,240,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.760833333
12,0.8,15.26,1029,2040,50,0,0,0,35,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.800259023
8,0.65,4.15,,960,0,0,0,0,8,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.877552083
12,0.8,4.08,,1080,0,0,0,0,9,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.899111111
9,0.75,18.79,1085,6240,56,0,0,1,52,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.970816667
8,0.7,30.1,7,7080,27,2,10,2,59,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.621971751
9,0.8,3.94,,1440,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.8581439390000001
12,0.75,4.08,,1080,0,0,0,0,9,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.6346666670000001
7,0.8,4.6,,3360,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.350416667
10,0.6,22.52,1076,10170,23,0,0,0,56.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.600291767
4,0.75,5.13,,960,0,0,0,0,8,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.656666667
12,0.8,15.26,1065,4080,63,0,0,0,34,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.8004019609999999
4,0.75,4.3,,2160,0,0,0,0,12,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.963699495
5,0.65,4.15,,2700,0,0,0,0,15,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.98719697
3,0.5,22.52,1102,10170,30,0,0,0,56.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.660683293
8,0.7,30.48,923,6840,30,0,0,1,57,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.7005052629999999
4,0.75,26.82,1079,7020,65,0,0,0,58,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.850446154
12,0.8,15.26,1026,2880,63,0,0,0,34,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.8003552079999999
11,0.65,12.52,1004,9540,44,0,0,0,53,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.64998056
11,0.5,2.9,,960,0,0,0,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.259375
11,0.7,11.41,653,3480,30,0,0,2,58,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.7005404409999999
2,0.8,3.94,,1800,0,0,0,0,15,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.902222222
1,0.8,3.94,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.955151515
8,0.7,4.15,,960,0,0,0,0,8,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.605208333
8,0.35,4.15,,1440,0,0,0,0,12,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.994375
1,0.8,3.94,,1200,0,0,0,0,10,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.893066667
12,0.8,4.6,,1800,0,0,0,0,15,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.8995555559999999
4,0.8,4.3,,1440,0,0,0,0,12,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8450694440000001
7,0.7,30.1,784,600,30,0,0,1,59,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.7004598890000001
11,0.75,4.15,,960,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.34583333299999997
6,0.8,11.61,1084,4950,38,0,0,0,31.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.80003139
9,0.8,3.94,,1800,0,0,0,0,10,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.964106061
12,0.8,4.6,,1080,0,0,0,0,9,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.945555556
2,0.8,22.52,1396,6900,113,0,0,0,57.5,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0006713040000002
3,0.75,28.08,795,6900,45,0,0,0,57.5,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.753683478
7,0.65,22.52,1295,10170,26,0,0,0,56.5,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.650416734
10,0.75,3.94,,1440,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.8096401520000001
1,0.6,26.66,1578,6840,38,0,0,0,57,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.700019883
9,0.8,3.94,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.8581439390000001
2,0.8,3.94,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.880530303
4,0.7,3.94,,960,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.664875
4,0.8,22.52,340,5460,63,0,0,0,56.5,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.800434622
5,0.7,20.4,1404,10440,50,0,0,0,58,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.750344828
6,0.8,2.9,,900,0,0,0,0,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.465757576
10,0.7,2.9,,960,0,0,0,0,8,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.441041667
11,0.8,4.15,,1260,0,0,0,0,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.313852814
2,0.8,3.94,,1260,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.247316017
12,0.8,4.08,,1080,0,0,0,0,9,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.838666667
8,0.75,4.6,,3360,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8136111109999999
4,0.75,4.3,,2160,0,0,0,0,12,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.651515152
6,0.75,2.9,,960,0,0,0,0,8,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.610208333
9,0.7,29.12,1170,6960,53,0,0,0,58,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.850170115
10,0.7,21.82,1576,6000,30,0,0,0,50,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.700422
7,0.8,25.9,1050,10170,60,0,0,0,56.5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.850136766
5,0.7,3.94,,1440,0,0,0,0,12,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.75885
1,0.8,3.94,,1440,0,0,0,0,12,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.7962083329999999
8,0.5,30.1,1061,6960,30,0,0,1,58,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.39354885100000003
6,0.8,2.9,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.597348485
11,0.6,11.41,1039,2280,23,0,0,2,55,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.600447507
9,0.8,29.12,1073,6960,50,0,0,0,58,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.7999632179999999
2,0.8,22.52,1559,6840,90,0,0,0,57,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.000230409
